1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
Identifier,Key_Value_Driver,KVDName,Client,Country,Product,Channel,Parent_Category,Child_Category,Metrics,MonthCY,MonthLY,MTDCYplan,MTDDifferenceActuals,MTDDev%Actuals,Deviation metrics,3 mnths Avg CY,3 mnths Avg LY,Dev %,YTD 2015,YTD 2014,PlanYTD2015,DifferenceYTDActuals,YTDDev %Actuals,MTDDifferenceplan,MTDDev%plan,YTDDifferencePlan,YTDDev%plan,month,month-1,month-2,month-3,month-4,month-5,month-6,month-7,month-8,month-9,month-10,month-11,month-12,month-13,month-14,month-15,month-16,month-17,month-18,month-19,month-20,month-21,month-22,month-23,month-24,,,
Fortuna#GrossWin#CZ#NA#Retail,Gross Win,GrossWin,Fortuna,CZ,NA,Retail,,,CZ K,43131918.24,32349557.07,36894492.12,10782361.17,33.30%,Positive,37239775.33,39238098.23,-5.10%,309159244.1,387455647.8,316664998.3,-78296403.66,-20.20%,6237426.12,16.90%,-7505754.17,-2.40%,43131918.24,37503689.07,31083718.68,27596914.34,32171753.74,31968184.44,28628970.05,40710994.62,36363100.95,32415972.37,45181913.87,45773988.54,32349557.07,48274680.02,37090057.6,51565692.17,50155065.99,25539704.14,50319690.89,45983840.41,46177359.5,50000000,50000000,50000000,50000000,,,
Fortuna#BettingTax#CZ#NA#Retail,Betting Tax,BettingTax,Fortuna,CZ,NA,Retail,,,CZ K,-8626383.65,-6469911.41,-7378898.42,-2156472.23,33.30%,Negative,-7447955.07,-7847619.65,-5.10%,-61831848.83,-77491129.56,-63332999.66,15659280.73,-20.20%,-1247485.22,16.90%,1501150.83,-2.40%,-8626383.65,-7500737.81,-6216743.74,-5519382.87,-6434350.75,-6393636.89,-5725794.01,-8142198.92,-7272620.19,-6483194.47,-9036382.77,-9154797.71,-6469911.41,-9654936,-7418011.52,-10313138.43,-10031013.2,-5107940.83,-10063938.18,-9196768.08,-9235471.9,10000000,41335314.04,35686170.49,43554860.93,,,
Fortuna#NetGrossWin#CZ#NA#Retail,Net Gross Win,NetGrossWin,Fortuna,CZ,NA,Retail,,,CZ K,34505533.24,25879645.66,29515593.7,8625887.58,33.30%,Positive,29791819.81,31390478.58,-5.10%,247327394,309964518.2,253331998.6,-62637124.28,-20.20%,4989939.54,16.90%,-6004604.69,-2.40%,34505533.24,30002951.26,24866974.94,22077531.47,25737402.99,25574547.55,22903176.04,32568795.7,29090480.76,25932777.9,36145531.1,36619190.83,25879645.66,38619744.02,29672046.08,41252553.74,40124052.79,20431763.31,40255752.71,36787072.33,36941887.6,30000000,30000000,30000000,30000000,,,
Fortuna#NetGamingRevenue#CZ#NA#Retail,Net Gaming Revenue,NetGamingRevenue,Fortuna,CZ,NA,Retail,,,CZ K,33782290.4,25279873.46,28675211.24,8502416.93,33.60%,Positive,29168520.65,30856159.84,-5.50%,239974927.9,302041542.7,245993904.1,-62066614.77,-20.50%,5107079.16,17.80%,-6018976.2,-2.40%,33782290.4,29476536.86,24246734.68,21946798.86,23931689.7,24421925.23,21861590.25,31778857.19,28528504.76,25526340.45,35504716.98,36036444.84,25279873.46,38312510.62,28976095.43,40095042.76,38593547,19574316.21,39643670.12,35310257.32,36256229.78,8495320.72,30000000,30000000,30000000,,,
Fortuna#NetContribution#CZ#NA#Retail,Net Contribution,NetContribution,Fortuna,CZ,NA,Retail,,,CZ K,31320051.5,21789090.65,26017861.24,9530960.84,43.70%,Positive,27446287.18,28242715.65,-2.80%,209996828.6,273187065.1,213401089.4,-63190236.52,-23.10%,5302190.25,20.40%,-3404260.84,-1.60%,31320051.5,28020446.46,22998363.57,20534708.88,17664326.27,16877962.37,17737181.11,28248875.96,26594912.44,22668361.54,32756865.55,33802354.84,21789090.65,36762746.65,26176309.66,36188070.46,33807522.35,13963429.31,37961123.03,31766460.33,34772312.63,30000000,30000000,30000000,30000000,,,
Fortuna#BonusCostAs%OfNetGrossWin#CZ#NA#Retail,Bonus Cost As % Of Net Gross Win,BonusCostAs%OfNetGrossWin,Fortuna,CZ,NA,Retail,,,%,2.10%,2.30%,2.80%,0,-9.60%,Negative,0.02,0.02,16.20%,3.00%,2.60%,2.90%,0,16.30%,-0.01,-26.40%,0,2.60%,2.10%,1.80%,2.50%,0.60%,7.00%,4.50%,4.50%,2.40%,1.90%,1.60%,1.80%,1.60%,2.30%,0.80%,2.30%,2.80%,3.80%,4.20%,1.50%,4.00%,1.90%,0.72,0.12,0.3,,,,
Fortuna#RevenueShare(NetGrossWinshare)#CZ#NA#Retail,Revenue Share (Net Gross Win share),RevenueShare(NetGrossWinshare),Fortuna,CZ,NA,Retail,Retail Customer Model,Retail Customer Model,%,29.60%,28.30%,28%,0.01,4.60%,Positive,0.27,0.31,-12.30%,26.60%,34.50%,27.50%,-0.08,-22.90%,0.02,5.80%,-0.01,-3.30%,29.60%,26.40%,26.40%,26.30%,22.60%,27.50%,23.30%,30.60%,26.40%,27.30%,32.40%,33.10%,28.30%,33.40%,32.20%,35.90%,34.00%,30.80%,37.90%,38.30%,37.50%,0.24,33952,31403,28149,,,
Fortuna#UniqueActivePlayers#CZ#NA#Retail,Unique Active Players,UniqueActivePlayers,Fortuna,CZ,NA,Retail,Retail Customer Model,Retail Customer Model,#,23186,27081,"19,681",-3895,-14.40%,Negative,20824.33,25568.67,-18.60%,213848,260814,219211.67,-46966,-18.00%,3505.17,17.80%,-5363.67,-2.40%,23186,21177,18110,19130,29884,25516,26484,25700,24661,25654,27942,28594,27081,25613,24012,28293,30216,29914,32129,33697,29859,33438,33952,31403,28149,,,
Fortuna#Database#CZ#NA#Retail,Database,Database,Fortuna,CZ,NA,Retail,Retail Customer Model,Retail Customer Model,#,23186,27081,N/A,-3895,-14.40%,Negative,20824.33,25568.67,-18.60%,213848,260814,N/A,-46966,-18.00%,N/A,N/A,N/A,N/A,23186,21177,18110,19130,29884,25516,26484,25700,24661,25654,27942,28594,27081,25613,24012,28293,30216,29914,32129,33697,29859,3459,3630,2566,1740,,,
Fortuna#FirstTimeDepositors#CZ#NA#Retail,First Time Depositors,FirstTimeDepositors,Fortuna,CZ,NA,Retail,Retail Customer Model,Retail Customer Model,#,N/A,N/A,N/A,N/A,N/A,N/A,662.33,218.33,203.40%,3652,2789,N/A,863,30.90%,N/A,N/A,N/A,N/A,1719,131,137,192,371,338,260,238,266,220,235,259,216,161,278,358,382,314,286,482,312,257776,262562,235250,224369,,,
Fortuna#ActivePlayerDays#CZ#NA#Retail,Active Player Days,ActivePlayerDays,Fortuna,CZ,NA,Retail,Retail Customer Model,Retail Customer Model,#,177617,202591,N/A,-24974,-12.30%,Negative,160068.67,190109.33,-15.80%,1653115,1951894,N/A,-298779,-15.30%,N/A,N/A,N/A,N/A,177617,165521,137068,144253,208054,200638,219162,197825,202977,197264,220359,229489,202591,197196,170541,194274,220644,232978,258203,233919,241548,1535.1,1217.46,1136.39,1547.3,,,
Fortuna#NetGrossWinPerUniqueActivePlayer#CZ#NA#Retail,Net Gross Win Per Unique Active Player,NetGrossWinPerUniqueActivePlayer,Fortuna,CZ,NA,Retail,Retail Customer Model,Retail Customer Model,CZ K,811.14,515.76,N/A,295.38,57.30%,Positive,803.51,681.14,18.00%,1156.56,1188.45,N/A,-31.89,-2.70%,N/A,N/A,N/A,N/A,811.14,776.39,823,644.14,566.84,517.5,425.42,731.38,704.27,512.69,762,741.28,515.76,937.72,589.94,840.28,755.72,405.9,675.93,613.67,716.7,554.44,586.67,568.78,534.31,,,
Fortuna#StakeAmountPerActivePlayerDays#CZ#NA#Retail,Stake Amount Per Active Player Days,StakeAmountPerActivePlayerDays,Fortuna,CZ,NA,Retail,Retail Customer Model,Retail Customer Model,CZ K,336.62,308.88,N/A,27.74,9.00%,Positive,321.87,324.7,-0.90%,340.8,325.4,N/A,15.4,4.70%,N/A,N/A,N/A,N/A,336.62,321.15,307.84,329.12,382.83,349.13,339.91,363.2,318.83,332.96,325.41,332.71,308.88,316.72,348.5,386.61,315.91,324.83,310.11,304.08,327.01,100,100,100,100,,,
Fortuna#NetGrossWinMargin#CZ#NA#Retail,Net Gross Win Margin,NetGrossWinMargin,Fortuna,CZ,NA,Retail,Retail Customer Model,Retail Customer Model,CZ K,32.74%,23.47%,25.94%,0.09,39.50%,Positive,0.33,0.28,16.30%,24.40%,27.50%,25.00%,-0.03,-11.30%,0.07,26.20%,-0.01,-2.30%,32.70%,32.00%,34.30%,26.00%,14.90%,21.20%,17.60%,27.30%,25.70%,22.50%,28.50%,27.50%,23.50%,35.90%,25.80%,29.40%,32.30%,15.10%,29.30%,29.30%,28.20%,0.25,0.25,0.25,0.25,,,
Fortuna#PlayerYield#CZ#NA#Retail,Player Yield,PlayerYield,Fortuna,CZ,NA,Retail,Retail Customer Model,Retail Customer Model,CZ K,779.95,493.61,N/A,286.33,58.00%,Positive,1395.93,1212.02,15.20%,620.53,639.44,N/A,-18.91,-3.00%,N/A,N/A,N/A,N/A,1457.01,1391.91,1338.86,1147.25,800.82,957.12,825.46,1236.53,1156.83,995.02,1270.66,1260.28,933.49,1495.82,1206.73,1417.14,1277.26,654.35,1233.89,1047.88,1214.25,254.06,363.21,473.37,470.8,,,
Fortuna#PlayerChurnRate#CZ#NA#Retail,Player Churn Rate,PlayerChurnRate,Fortuna,CZ,NA,Retail,Retail Customer Model,Retail Customer Model,%,-9.49%,-5.73%,N/A,-0.04,65.50%,Positive,-0.07,0.01,-872.00%,-1.96%,6.78%,N/A,-0.09,-128.90%,N/A,N/A,N/A,N/A,-9.49%,-16.94%,5.33%,35.99%,-17.12%,3.66%,-3.05%,-4.21%,3.87%,8.19%,2.28%,-5.59%,-5.73%,-6.67%,15.13%,6.36%,-1.01%,6.89%,4.65%,-12.85%,,57391217.48,61377199.85,51325092.03,46635300.22,,,
Fortuna#StakeAmountAnonymousPlayers#CZ#NA#Retail,Stake Amount Anonymous Players,StakeAmountAnonymousPlayers,Fortuna,CZ,NA,Retail,Retail Customer Model,Retail Customer Model,CZ K,45617911.16,47671391.92,N/A,-2053480.76,-4.30%,Negative,38827769.49,49464824.15,-21.50%,449623380.7,491290041.3,N/A,-41666660.67,-8.50%,N/A,N/A,N/A,N/A,45617911.16,40649228.38,30216168.93,37454599.99,93095194.51,50653347.67,55833308.36,47413126.15,48690495.5,49758681.89,55181656.07,56596305.51,47671391.92,45254614.38,55468466.16,65100728.46,54590446.94,59506414.98,57460381.66,54414354.72,51823242.12,757496093.5,782749219.8,708501571.4,602474192.8,,,
Fortuna#StakeAmountKnownPlayers#CZ#NA#Retail,Stake Amount Known Players,StakeAmountKnownPlayers,Fortuna,CZ,NA,Retail,,,CZ K,59788638.35,62575608.08,N/A,-2786969.73,-4.50%,Negative,51713682.52,61488451.95,-15.90%,563377641.5,635146525.8,N/A,-71768884.29,-11.30%,N/A,N/A,N/A,N/A,59788638.35,53157771.62,42194637.58,47476880.75,79650232.01,70048153.75,74494401.71,71850762.61,64716163.13,65681318.11,71706343.93,76353694.49,62575608.08,62455960.77,59433787,75108116.27,69704131.98,75678157.1,80071468.38,71130162.63,78989133.57,10000000,10000000,10000000,10000000,,,
Fortuna#StakeAmountShare#CZ#NA#Retail,Stake Amount Share,StakeAmountShare,Fortuna,CZ,NA,Retail,Retail Customer Model,Retail Customer Model,%,10.30%,12.70%,10.90%,-0.02,-19.00%,Negative,0.09,0.12,-25.20%,10.90%,14.10%,11.00%,-0.03,-22.40%,-0.01,-5.70%,0,-0.90%,10.26%,9.31%,8.35%,9.02%,14.31%,11.34%,11.89%,11.88%,10.92%,12.53%,13.69%,13.32%,12.66%,12.31%,12.36%,14.82%,13.79%,15.31%,15.65%,15.69%,14.50%,0.07,0.07,0.07,0.07,,,
Fortuna#AnonymousPlayerStakeShare#CZ#NA#Retail,Anonymous Player Stake Share,AnonymousPlayerStakeShare,Fortuna,CZ,NA,Retail,Retail Customer Model,Retail Customer Model,%,43.30%,43.20%,N/A,0,0.10%,Positive,0.43,0.45,-3.90%,4.90%,6.20%,N/A,-0.01,-21.00%,N/A,N/A,N/A,N/A,43.28%,43.33%,41.73%,44.10%,53.89%,41.97%,42.84%,39.75%,42.93%,43.10%,43.49%,42.57%,43.24%,42.02%,48.27%,46.43%,43.92%,44.02%,41.78%,43.34%,39.62%,0.93,0.93,0.93,0.93,,,
Fortuna#KnownPlayerStakeShare#CZ#NA#Retail,Known Player Stake Share,KnownPlayerStakeShare,Fortuna,CZ,NA,Retail,Retail Customer Model,Retail Customer Model,%,56.70%,56.80%,N/A,0,-0.10%,Positive,0.57,0.55,3.10%,6.10%,8.00%,N/A,-0.02,-23.50%,N/A,N/A,N/A,N/A,56.72%,56.67%,58.27%,55.90%,46.11%,58.03%,57.16%,60.25%,57.07%,56.90%,56.51%,57.43%,56.76%,57.98%,51.73%,53.57%,56.08%,55.98%,58.22%,56.66%,60.38%,0.93,0.93,0.93,0.93,,,
Fortuna#ChannelPlayerValues#CZ#NA#Retail,Channel Player Values,ChannelPlayerValues,Fortuna,CZ,NA,Retail,Retail Customer Model,Retail Customer Model,CZ K,8822426.53,1503075.13,N/A,7319351.4,487.00%,Positive,8939495.27,2686090.25,232.80%,162085839.4,25290334.93,N/A,136795504.5,540.90%,N/A,N/A,N/A,N/A,8822426.53,7690903.73,10305155.56,37761053.3,42229020.83,22033869.52,19528274.55,10907109.65,2808025.71,2703284.66,2174634.88,3442497.1,1503075.13,2760242.77,3794952.84,4687779.64,5553203.14,1620278.93,3471861.3,1427695.62,471245.57,68447.35,128387.07,207440.41,43198.62,,,
Fortuna#MarketingSpend#CZ#NA#Retail,Marketing Spend,MarketingSpend,Fortuna,CZ,NA,Retail,,,CZ K,"-24,62,239",-3490782.81,-2657350,1028543.91,-29.50%,Positive,1722233.47,2613444.18,-34.10%,-29978099.38,-28854477.63,-32592814.74,-1123621.75,3.90%,195111.09,-7.30%,2614715.37,-8.00%,2462238.9,1456090.4,1248371.11,1412089.98,6267363.43,7543962.86,4124409.15,3529981.22,1933592.33,2857978.91,2747851.43,2234090,3490782.81,1549763.97,2799785.77,3906972.3,4786024.65,5610886.9,1682547.09,3543796.99,1483917.15,500000,500000,500000,500000,,,
Fortuna#PlayerFrequency#CZ#NA#Retail,Player Frequency,PlayerFrequency,Fortuna,CZ,NA,Retail,Retail Customer Model,Retail Customer Model,Ratio,7.66,7.48,N/A,0.18,2.40%,Positive,7.68,7.43,3.40%,7.73,7.48,N/A,0.25,3.30%,N/A,N/A,N/A,N/A,7.66,7.82,7.57,7.54,6.96,7.86,8.28,7.7,8.23,7.69,7.89,8.03,7.48,7.7,7.1,6.87,7.3,7.79,8.04,6.94,8.09,0.05,0.04,0.04,0.05,,,
Fortuna#BonusCost#CZ#NA#Retail,Bonus Cost,BonusCost,Fortuna,CZ,NA,Retail,,,CZ K,-723242.84,-599772.19,-840382.46,-123470.65,20.60%,Negative,623299.17,534318.75,16.70%,-7352466.02,-7922975.53,-7338094.5,570509.51,-7.20%,117139.62,-13.90%,-14371.52,0.20%,723242.84,526414.4,620240.26,130732.61,1805713.29,1152622.32,1041585.79,789938.51,561976,406437.44,640814.11,582745.99,599772.19,307233.39,695950.65,1157510.97,1530505.79,857447.11,612082.59,1476815.01,685657.82,21504679.28,17668280.16,15134642.68,16747514.84,,,
Fortuna#AnonymousPlayerGrossWinAmount#CZ#NA#Retail,Anonymous Player Gross Win Amount,AnonymousPlayerGrossWinAmount,Fortuna,CZ,NA,Retail,Retail Customer Model,Retail Customer Model,CZ K,19623093.82,14890449.27,N/A,4732644.55,31.80%,Positive,16342587.09,17508583.13,-6.70%,134095761.3,169083656.1,N/A,-34987894.81,-20.70%,N/A,N/A,N/A,N/A,19623093.82,16951667.46,12453000,12194000,10997500,15462500,14545500,17215500,14653000,15975183.8,18567009.25,19278758.93,14890449.27,18252399.03,19382901.09,21848036.21,21611636.6,10362068.09,23173397.87,20135424.74,19427343.19,21504679.28,17668280.16,15134642.68,16747514.84,,,
Fortuna#AnonymousPlayerNetGrossWinamount#CZ#NA#Retail,Anonymous Player Net Gross Win amount,AnonymousPlayerNetGrossWinamount,Fortuna,CZ,NA,Retail,,,CZ K,15698475.06,11912359.42,N/A,3786115.64,31.80%,Positive,13074069.68,14006866.5,-6.70%,107276609,135266924.9,N/A,-27990315.84,-20.70%,N/A,N/A,N/A,N/A,15698475.06,13561333.97,9962400,9755200,8798000,12370000,11636400,13772400,11722400,12780147.04,14853607.4,15423007.14,11912359.42,14601919.22,15506320.87,17478428.97,17289309.28,8289654.47,18538718.3,16108339.79,15541874.55,25000000,25000000,25000000,25000000,,,
Fortuna#AnonymousPlayerRevenueShare#CZ#NA#Retail,Anonymous Player Revenue Share,AnonymousPlayerRevenueShare,Fortuna,CZ,NA,Retail,,,%,45.50%,46.00%,N/A,-0.01,-1.20%,Positive,0.44,0.45,-3.90%,43.40%,43.60%,N/A,0,-0.60%,N/A,N/A,N/A,N/A,45.50%,45.20%,40.10%,44.20%,34.20%,48.40%,50.80%,42.30%,40.30%,49.30%,41.10%,42.10%,46.00%,37.80%,52.30%,42.40%,43.10%,40.60%,46.10%,43.80%,42.10%,30.00%,30.00%,30.00%,30.00%,,,
Fortuna#AnonymousPlayerMargins#CZ#NA#Retail,Anonymous Player Margins,AnonymousPlayerMargins,Fortuna,CZ,NA,Retail,Retail Customer Model,Retail Customer Model,%,34.40%,25.00%,N/A,0.09,37.70%,Positive,0.34,0.28,18.20%,23.90%,27.50%,N/A,-0.04,-13.30%,N/A,N/A,N/A,N/A,34.40%,33.40%,33.00%,26.00%,9.50%,24.40%,20.80%,29.00%,24.10%,25.70%,26.90%,27.30%,25.00%,32.30%,28.00%,26.80%,31.70%,13.90%,32.30%,29.60%,30.00%,30.00%,30.00%,30.00%,30.00%,,,
Fortuna#KnownPlayerNetGrossWinAmount#CZ#NA#Retail,Known Player Net Gross Win Amount,KnownPlayerNetGrossWinAmount,Fortuna,CZ,NA,Retail,,,CZ K,18807058.18,13967286.24,N/A,4839771.94,34.70%,Positive,16717750.14,17383612.08,-3.80%,140050784.9,174697593.4,N/A,-34646808.44,-19.80%,N/A,N/A,N/A,N/A,18807058.18,16441617.29,14904574.94,12322331.47,16939402.99,13204547.55,11266776.04,18796395.7,17368080.76,13152630.86,21291923.7,21196183.69,13967286.24,24017824.79,14165725.21,23774124.77,22834743.51,12142108.84,21717034.42,20678732.54,21400013.05,25000000,25000000,25000000,25000000,,,
Fortuna#StakeAmount#CZ#NA#Online,Stake Amount,StakeAmount,Fortuna,CZ,NA,Online,Online Customer Model,Online Customer Model,CZ K,922172689.1,760558000,932474553.4,161614689.1,21.20%,Positive,876860413.7,780794047.5,12.30%,8241103069,6859829640,8162438379,1381273430,20.10%,-10301864.26,-1.10%,78664690.49,1.00%,922172689.1,913437551.8,794971000,856752000,1034659000,943728828.4,965857000,884334000,925191000,805786000,800084000,865078000,760558000,767083486.6,814740655.9,805559208.8,776901116.4,747693133.4,741231087,674718175,771344776.6,671232028.3,689098808.8,625170418.2,527683538.9,,,
Fortuna#WebStakeAmount#CZ#NA#Online,Web Stake Amount,WebStakeAmount,Fortuna,CZ,NA,Online,Mobile Customer Model,Mobile Customer Model,CZ K,548866127.4,525222206.6,N/A,23643920.83,4.50%,Positive,512725083.4,535494156.1,-4.30%,5182981005,4756289288,N/A,426691716.4,9.00%,N/A,N/A,N/A,N/A,548866127.4,499536330.9,489772792,535125625.4,660000798.2,608528838.5,633658196.6,589272912.9,618219382.8,537486946.7,534168803.4,578533277.5,525222206.6,530867374.1,550392887.5,548853458.4,527690802.9,504159198.5,514355513.2,483975803.1,570772044.1,164949309.6,166619842.4,159286925.7,128458184.4,,,
Fortuna#MobileStakeAmount#CZ#NA#Online,Mobile Stake Amount,MobileStakeAmount,Fortuna,CZ,NA,Online,Average Revenue per User,Channel Mix,CZ K,373167373,235336364.5,N/A,137831008.5,58.60%,Positive,363739017.9,245298022.7,48.30%,3059126994,2103534405,N/A,955592589.2,45.40%,N/A,N/A,N/A,N/A,373167373,413268013.1,304781667.5,322427723.5,377758279.7,333585808.8,332378288.2,295062400.7,306697439.8,268289561.3,265914946.4,286545611.9,235336364.5,236209935.2,264347768.4,256705750.4,249210013.5,243533934.9,226875573.8,190742371.9,200572692.5,0.82,0.82,0.82,0.81,,,
Fortuna#StakeAmountShare#CZ#NA#Online,Stake Amount Share,StakeAmountShare,Fortuna,CZ,NA,Online,Online Average Revenue per User,Online Channel Mix,%,89.70%,87.30%,89.10%,0.02,2.80%,Positive,0.91,0.88,3.60%,89.10%,85.90%,89.00%,0.03,3.70%,0.01,0.70%,0,0.10%,89.74%,90.69%,91.65%,90.98%,85.69%,88.66%,88.11%,88.12%,89.08%,87.47%,86.31%,86.68%,87.34%,87.69%,87.64%,85.18%,86.21%,84.69%,84.35%,84.31%,85.50%,0.75,0.76,0.75,0.76,,,
Fortuna#WebStakeAmountShare#CZ#NA#Online,Web Stake Amount Share,WebStakeAmountShare,Fortuna,CZ,NA,Online,Online Average Revenue per User,Online Channel Mix,%,59.50%,69.10%,N/A,-0.1,-13.80%,Negative,0.59,0.69,-14.60%,62.90%,69.30%,N/A,-0.06,-9.30%,N/A,N/A,N/A,N/A,59.52%,54.69%,61.61%,62.46%,63.79%,64.48%,65.61%,66.63%,66.82%,66.70%,66.76%,66.88%,69.06%,69.21%,67.55%,68.13%,67.92%,67.43%,69.39%,71.73%,74.00%,0.25,0.24,0.25,0.24,,,
Fortuna#MobileStakeAmountShare#CZ#NA#Online,Mobile Stake Amount Share,MobileStakeAmountShare,Fortuna,CZ,NA,Online,,,%,40.50%,30.90%,N/A,0.1,30.80%,Positive,0.41,0.31,31.70%,37.10%,30.70%,N/A,0.06,21.10%,N/A,N/A,N/A,N/A,40.47%,45.24%,38.34%,37.63%,36.51%,35.35%,34.41%,33.37%,33.15%,33.30%,33.24%,33.12%,30.94%,30.79%,32.45%,31.87%,32.08%,32.57%,30.61%,28.27%,26.00%,0.45,0.45,0.45,0.45,,,
Fortuna#GrossWin#CZ#NA#Online,Gross Win,GrossWin,Fortuna,CZ,NA,Online,,,CZ K,102545288.1,81967900.67,94916210,20577387.45,25.10%,Positive,98004492.2,85391717.3,14.80%,853829844.8,736813847.4,834840029,117015997.5,15.90%,7629078.12,8.00%,18989815.81,2.30%,102545288.1,104682188.5,86786000,77511000,109925000,84073368.23,94429000,92549000,101329000,86292612.41,94454268.98,92341910.54,81967900.67,96211447.1,77995804.13,92161630.17,97206730.25,57458316.59,82611475.89,74153951.22,77046591.35,413269013.1,413269013.1,413269013.1,413269013.1,,,
Fortuna#BettingTax#CZ#NA#Online,Betting Tax,BettingTax,Fortuna,CZ,NA,Online,,,CZ K,-20509057.62,-16393580.13,-18983242,-4115477.49,25.10%,Negative,-19600898.44,-17078343.46,14.80%,-170765969,-147362769.5,-166968005.8,-23403199.49,15.90%,-1525815.62,8.00%,-3797963.16,2.30%,-20509057.62,-20936437.7,-17357200,-15502200,-21985000,-16814673.65,-18885800,-18509800,-20265800,-17258522.48,-18890853.8,-18468382.11,-16393580.13,-19242289.42,-15599160.83,-18432326.03,-19441346.05,-11491663.32,-16522295.18,-14830790.24,-15409318.27,25000,25000,25000,25000,,,
Fortuna#NetGrossWin#CZ#NA#Online,Net Gross Win,NetGrossWin,Fortuna,CZ,NA,Online,Online Customer Model,Online Customer Model,CZ K,82036230.5,65574320.54,75932968,16461909.96,25.10%,Positive,78403593.76,68313373.84,14.80%,683063875.9,589451077.9,667872023.2,93612797.98,15.90%,6103262.49,8.00%,15191852.65,2.30%,82036230.5,83745750.79,69428800,62008800,87940000,67258694.58,75543200,74039200,81063200,69034089.93,75563415.18,73873528.43,65574320.54,76969157.68,62396643.3,73729304.14,77765384.2,45966653.27,66089180.71,59323160.98,61637273.08,73686408.13,68532649.27,55602564.75,61617852.54,,,
Fortuna#WebNetGrossWin#CZ#NA#Online,Web Net Gross Win,WebNetGrossWin,Fortuna,CZ,NA,Online,Mobile Customer Model,Mobile Customer Model,CZ K,60020717.18,54892245.02,N/A,5128472.16,9.30%,Positive,57661007.64,56372021.91,2.30%,523639235.3,507335499,N/A,16303736.26,3.20%,N/A,N/A,N/A,N/A,60020717.18,62022903.93,50939401.81,46016446.24,69322318.99,49678371.51,59385353.19,58749876.88,67503845.56,56313635.93,63623202.18,64351242.1,54892245.02,63657848.47,50565972.24,61485902.96,67897496.51,37023311.05,60117875.83,52843027.85,58851819.1,15488251.47,15973605.4,12962860.22,12248580.38,,,
Fortuna#MobileNetGrossWin#CZ#NA#Online,Mobile Net Gross Win,MobileNetGrossWin,Fortuna,CZ,NA,Online,,,CZ K,42387642.93,27075655.65,N/A,15311987.28,56.60%,Positive,39936868.59,29019695.39,37.60%,331965504.9,229478048.3,N/A,102487456.5,44.70%,N/A,N/A,N/A,N/A,42387642.93,42014694.62,35408268.22,32496168.63,43801750.21,32788317.99,35446402.83,33800342.08,33821917.36,29969844.55,30831066.8,27990668.44,27075655.65,32553598.63,27429831.89,30675727.21,29308933.74,20435005.54,22493600.06,21310923.37,18194772.25,15488251.47,15973605.4,12962860.22,12248580.38,,,
Fortuna#NetGamingRevenue#CZ#NA#Online,Net Gaming Revenue,NetGamingRevenue,Fortuna,CZ,NA,Online,,,CZ K,80044905.16,64234948.42,73770967.29,15809956.74,24.60%,Positive,76747790.36,67067481.84,14.40%,662483279.5,571091502,648526231.7,91391777.5,16.00%,6273937.86,8.50%,13957047.77,2.20%,80044905.16,82390830.28,67807635.63,61657446.09,82480723.29,64058308.91,72614396.43,71894927.74,79534106,67950444.92,73998080.9,72471663.86,64234948.42,76306129.27,60661367.82,70644592.27,74275493.32,44109608.14,64776385.48,55962319.2,60120658.09,72812600.04,67502024.75,54705571.72,61115070.22,,,
Fortuna#NetContribution#CZ#NA#Online,Net Contribution,NetContribution,Fortuna,CZ,NA,Online,,,CZ K,73870057.06,57574326.51,67165735.09,16295730.55,28.30%,Positive,72398333.08,61850048.68,17.10%,591132913.1,516276093.2,576468004.1,74856819.88,14.50%,6704321.97,10.00%,14664909.05,2.50%,73870057.06,78726441.8,64598500.37,57312990.31,66867007.16,46954328.5,63795255.99,63936647.01,75071684.9,60967449.67,68051492.37,68287376.63,57574326.51,73493590.94,54482228.58,62366580.3,65206391.04,34559270.98,61955841.45,49533421.19,57104442.23,57869506.94,56824994.05,46373189.18,58298472.83,0,0,0
Fortuna#RevenueShare#CZ#NA#Online,Revenue Share,RevenueShare,Fortuna,CZ,NA,Online,,,%,70.40%,71.70%,72.00%,-0.01,-1.80%,Positive,0.73,0.69,5.60%,73.40%,65.50%,72.50%,0.08,12.00%,-0.02,-2.20%,0.01,1.30%,70.40%,73.60%,73.60%,73.70%,77.40%,72.50%,76.70%,69.40%,73.60%,72.70%,67.60%,66.90%,71.70%,66.60%,67.80%,64.10%,66.00%,69.20%,62.10%,61.70%,62.50%,35.00%,35.00%,35.00%,35.00%,,,
Fortuna#WebRevenueShare#CZ#NA#Online,Web Revenue Share,WebRevenueShare,Fortuna,CZ,NA,Online,,,%,73.20%,83.70%,N/A,-0.11,-12.60%,Negative,0.74,0.82,-10.90%,76.70%,86.10%,N/A,-0.09,-10.90%,N/A,N/A,N/A,N/A,73.20%,74.10%,73.40%,74.20%,78.80%,73.90%,78.60%,79.30%,83.30%,81.60%,84.20%,87.10%,83.70%,82.70%,81.00%,83.40%,87.30%,80.50%,91.00%,89.10%,95.50%,35.00%,35.00%,35.00%,35.00%,,,
